AnimalID,AnimalType,Breed,Color,EntryDate,ReleaseDate,OutcomeType,Sex,Age,Year,Month,IsAdopted
A730008,Cat,Domestic Shorthair Mix,Black,2016-06-27 11:28:00,2016-08-14 15:31:00,Adoption,Intact Female,3 weeks,2016,8,True
A706669,Cat,Domestic Shorthair Mix,Blue,2015-07-01 17:30:00,2015-07-02 09:00:00,Transfer,Intact Female,4 months,2015,7,False
A750141,Cat,Domestic Shorthair Mix,Brown Tabby,2017-05-23 15:49:00,2017-05-30 09:52:00,Transfer,Intact Female,1 year,2017,5,False
A698292,Dog,German Shepherd/Siberian Husky,Tan/Black,2015-03-10 18:25:00,2015-03-18 13:18:00,Return to Owner,Neutered Male,7 years,2015,3,False
A696224,Dog,Rottweiler Mix,Black/Tan,2015-01-31 12:14:00,2015-02-02 18:19:00,Return to Owner,Spayed Female,1 year,2015,2,False
A729109,Cat,Domestic Shorthair Mix,Brown Tabby,2016-06-13 16:15:00,2016-08-11 15:10:00,Adoption,Intact Male,4 weeks,2016,8,True
A702872,Dog,Labrador Retriever/Pit Bull,Black/White,2015-05-18 16:37:00,2015-06-20 18:27:00,Adoption,Spayed Female,11 months,2015,6,True
A676735,Cat,Domestic Shorthair Mix,Black,2014-04-14 15:32:00,2014-04-14 17:14:00,Euthanasia,Neutered Male,7 years,2014,4,False
A745829,Other,Bat Mix,Red,2017-03-24 20:46:00,2017-03-25 10:12:00,Euthanasia,Unknown,1 year,2017,3,False
A699761,Other,Bat Mix,Brown,2015-04-02 13:20:00,2015-04-03 09:29:00,Euthanasia,Unknown,1 year,2015,4,False
A756164,Dog,Akbash Mix,White,2017-08-15 11:25:00,2018-03-11 12:58:00,Transfer,Intact Male,2 years,2018,3,False
A756164,Dog,Akbash Mix,White,2017-08-15 11:25:00,2017-08-23 17:44:00,Adoption,Intact Male,2 years,2017,8,True
A756164,Dog,Akbash Mix,White,2017-08-15 11:25:00,2017-09-24 13:04:00,Adoption,Intact Male,2 years,2017,9,True
A664238,Cat,American Shorthair Mix,Black/White,2013-10-01 09:33:00,2013-10-01 16:47:00,Euthanasia,Unknown,4 months,2013,10,False
A718145,Dog,Labrador Retriever Mix,Tricolor,2015-12-23 11:48:00,2015-12-31 15:09:00,Return to Owner,Neutered Male,4 years,2015,12,False
A701293,Dog,Pit Bull Mix,Blue/White,2015-04-27 11:31:00,2015-04-27 12:54:00,Return to Owner,Neutered Male,1 year,2015,4,False
A701293,Dog,Pit Bull Mix,Blue/White,2015-04-27 11:31:00,2016-03-08 11:05:00,Return to Owner,Neutered Male,1 year,2016,3,False
A766407,Dog,Labrador Retriever Mix,Tan/Black,2018-02-08 13:34:00,2018-02-18 17:47:00,Adoption,Intact Female,2 years,2018,2,True
A695800,Dog,Great Pyrenees/Australian Cattle Dog,White/Brown Brindle,2015-01-23 13:21:00,2015-01-28 17:45:00,Adoption,Intact Male,7 months,2015,1,True
A693021,Cat,Domestic Longhair Mix,Black/White,2014-11-30 12:37:00,2015-02-07 19:01:00,Adoption,Intact Female,5 months,2015,2,True
A726238,Dog,Chihuahua Shorthair Mix,Tan,2016-05-08 15:49:00,2016-05-12 00:00:00,Adoption,Intact Male,1 year,2016,5,True
A700961,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-04-21 17:37:00,2015-08-22 17:07:00,Adoption,Intact Male,4 days,2015,8,True
A723308,Other,Bat,Brown,2016-03-29 16:38:00,2016-03-30 08:48:00,Euthanasia,Unknown,5 months,2016,3,False
A702417,Dog,Chihuahua Shorthair Mix,Brown Merle,2015-05-13 14:34:00,2015-05-30 19:17:00,Adoption,Intact Male,1 month,2015,5,True
A696932,Dog,Border Collie Mix,White/Black,2015-02-14 15:41:00,2015-03-08 17:33:00,Adoption,Intact Female,7 months,2015,3,True
A696932,Dog,Border Collie Mix,White/Black,2015-02-14 15:41:00,2015-02-21 18:59:00,Adoption,Intact Female,7 months,2015,2,True
A696932,Dog,Border Collie Mix,White/Black,2015-02-14 15:41:00,2015-04-22 14:48:00,Adoption,Intact Female,7 months,2015,4,True
A696932,Dog,Border Collie Mix,White/Black,2015-02-14 15:41:00,2015-05-04 18:07:00,Adoption,Intact Female,7 months,2015,5,True
A720389,Dog,Australian Kelpie,Brown/White,2016-06-26 14:18:00,2016-08-23 11:37:00,Adoption,Intact Male,2 years,2016,8,True
A669933,Dog,Beagle,Blue Merle,2013-12-30 15:12:00,2014-01-01 15:17:00,Transfer,Neutered Male,5 years,2014,1,False
A696087,Cat,Domestic Medium Hair Mix,Orange Tabby/White,2015-01-29 10:32:00,2015-02-01 17:11:00,Return to Owner,Intact Male,1 month,2015,2,False
A664927,Dog,Pit Bull/Basset Hound,Tan/White,2013-10-12 14:59:00,2013-10-21 17:40:00,Return to Owner,Neutered Male,2 years,2013,10,False
A702953,Dog,Labrador Retriever Mix,Black,2015-05-19 14:29:00,2015-05-27 13:03:00,Adoption,Intact Female,1 month,2015,5,True
A610405,Dog,Miniature Poodle Mix,White,2016-09-05 14:14:00,2016-09-09 14:00:00,Transfer,Spayed Female,10 years,2016,9,False
A745598,Cat,Domestic Shorthair Mix,Blue/White,2017-03-20 17:43:00,2017-03-21 09:00:00,Transfer,Intact Female,5 months,2017,3,False
A708527,Dog,Pit Bull Mix,White/Brown,2015-07-29 11:40:00,2015-07-31 14:42:00,Transfer,Intact Female,3 weeks,2015,7,False
A755683,Other,Bat Mix,Brown,2017-08-07 12:39:00,2017-08-07 13:52:00,Euthanasia,Unknown,3 years,2017,8,False
A737768,Dog,Labrador Retriever Mix,Black/White,2016-11-04 11:42:00,2016-11-04 15:37:00,Transfer,Intact Male,1 month,2016,11,False
A749113,Cat,Domestic Shorthair Mix,Blue Tabby,2017-05-11 11:45:00,2017-05-16 00:00:00,Transfer,Intact Male,1 year,2017,5,False
A740424,Dog,Dachshund Mix,Black,2016-12-17 09:05:00,2016-12-17 16:11:00,Died,Unknown,1 day,2016,12,False
A687213,Cat,Domestic Medium Hair Mix,Brown Tabby,2014-09-02 11:52:00,2014-10-18 18:09:00,Adoption,Intact Female,4 weeks,2014,10,True
A712208,Dog,Weimaraner/Labrador Retriever,Brown,2015-09-19 11:56:00,2016-08-29 13:03:00,Adoption,Neutered Male,2 years,2016,8,True
A712208,Dog,Weimaraner/Labrador Retriever,Brown,2015-09-19 11:56:00,2015-09-26 12:48:00,Adoption,Neutered Male,2 years,2015,9,True
A679991,Other,Bat,Brown,2014-05-28 16:45:00,2014-05-28 17:41:00,Euthanasia,Unknown,1 year,2014,5,False
A684865,Cat,Domestic Shorthair Mix,Tortie,2014-07-29 16:48:00,2014-08-29 16:42:00,Adoption,Intact Female,1 month,2014,8,True
A714139,Dog,Standard Schnauzer Mix,Gray,2015-10-18 14:31:00,2015-10-21 11:20:00,Return to Owner,Spayed Female,2 years,2015,10,False
A741855,Dog,Chihuahua Shorthair Mix,White/Chocolate,2017-01-10 12:34:00,2017-02-11 11:32:00,Adoption,Spayed Female,10 years,2017,2,True
A708567,Cat,Domestic Shorthair Mix,Black/White,2015-07-29 14:01:00,2015-08-02 13:22:00,Transfer,Intact Male,4 weeks,2015,8,False
A713798,Cat,Domestic Longhair,Flame Point,2015-10-13 12:07:00,2015-10-18 16:10:00,Adoption,Neutered Male,10 years,2015,10,True
A733553,Cat,Domestic Medium Hair Mix,Orange Tabby,2016-08-23 15:19:00,2016-09-11 13:42:00,Adoption,Intact Male,1 year,2016,9,True
A748945,Dog,Pit Bull Mix,Blue/White,2017-05-08 19:00:00,2017-05-26 19:45:00,Adoption,Intact Male,1 year,2017,5,True
A748945,Dog,Pit Bull Mix,Blue/White,2017-05-08 19:00:00,2017-08-09 14:36:00,Adoption,Intact Male,1 year,2017,8,True
A710551,Cat,Domestic Longhair Mix,Black/White,2015-08-24 14:47:00,2015-08-25 09:00:00,Transfer,Intact Female,5 years,2015,8,False
A710242,Dog,Swedish Vallhund Mix,Black/Tan,2015-08-20 11:21:00,2015-08-26 17:28:00,Adoption,Intact Female,2 years,2015,8,True
A736043,Dog,Australian Kelpie Mix,Brown Brindle,2016-10-03 12:20:00,2016-10-09 18:15:00,Adoption,Intact Female,1 year,2016,10,True
A731067,Other,Squirrel Mix,Brown,2016-07-15 13:40:00,2016-07-15 15:03:00,Euthanasia,Unknown,1 year,2016,7,False
A665794,Dog,Pit Bull/Boxer,Brown/White,2013-10-22 20:51:00,2013-11-23 19:14:00,Adoption,Intact Female,7 years,2013,11,True
A690146,Dog,Boxer Mix,Brown Brindle/White,2014-10-15 13:34:00,2014-10-26 11:49:00,Return to Owner,Neutered Male,4 years,2014,10,False
A690146,Dog,Boxer Mix,Brown Brindle/White,2014-10-15 13:34:00,2015-06-17 08:25:00,Euthanasia,Neutered Male,4 years,2015,6,False
A735567,Cat,Domestic Shorthair Mix,Black,2016-09-25 15:27:00,2016-09-25 17:42:00,Transfer,Unknown,4 days,2016,9,False
A762438,Dog,Labrador Retriever Mix,Black/White,2017-11-20 15:30:00,2017-12-08 18:45:00,Adoption,Intact Male,1 month,2017,12,True
A697854,Dog,Beauceron Mix,Black/Tan,2015-03-02 13:34:00,2015-06-28 13:05:00,Adoption,Neutered Male,9 years,2015,6,True
A697854,Dog,Beauceron Mix,Black/Tan,2015-03-02 13:34:00,2015-06-04 16:14:00,Adoption,Neutered Male,9 years,2015,6,True
A697854,Dog,Beauceron Mix,Black/Tan,2015-03-02 13:34:00,2015-09-28 17:39:00,Adoption,Neutered Male,9 years,2015,9,True
A753362,Cat,Siamese Mix,Flame Point,2017-07-05 13:11:00,2017-07-09 17:18:00,Transfer,Intact Female,2 years,2017,7,False
A678288,Dog,Chihuahua Shorthair/Cairn Terrier,White,2014-05-06 18:09:00,2014-07-02 09:44:00,Adoption,Intact Female,4 days,2014,7,True
A744699,Dog,Pit Bull Mix,Tan,2017-03-06 11:04:00,2017-03-07 13:24:00,Return to Owner,Intact Male,2 years,2017,3,False
A716135,Dog,Redbone Hound Mix,Red,2015-11-15 12:18:00,2015-12-08 14:00:00,Transfer,Intact Female,5 years,2015,12,False
A745596,Cat,Domestic Shorthair Mix,Cream Tabby,2017-06-16 15:29:00,2017-06-21 10:58:00,Transfer,Neutered Male,3 years,2017,6,False
A745596,Cat,Domestic Shorthair Mix,Cream Tabby,2017-06-16 15:29:00,2017-03-21 09:00:00,Transfer,Neutered Male,3 years,2017,3,False
A745596,Cat,Domestic Shorthair Mix,Cream Tabby,2017-06-16 15:29:00,2017-07-04 10:58:00,Transfer,Neutered Male,3 years,2017,7,False
A677376,Dog,Jack Russell Terrier/American Staffordshire Terrier,Brown Brindle/White,2014-04-24 13:35:00,2014-04-30 17:38:00,Return to Owner,Intact Female,7 months,2014,4,False
A728406,Dog,German Shepherd Mix,Brown/Black,2016-06-03 17:38:00,2016-06-19 17:49:00,Adoption,Neutered Male,7 years,2016,6,True
A702632,Dog,Labrador Retriever Mix,Black/White,2015-05-16 12:41:00,2015-05-20 17:42:00,Adoption,Intact Male,1 month,2015,5,True
A678511,Dog,German Shepherd Mix,White,2015-08-08 13:35:00,2015-08-18 12:48:00,Return to Owner,Neutered Male,1 year,2015,8,False
A758397,Other,Guinea Pig Mix,Brown/Black,2017-09-15 17:58:00,2017-09-17 13:51:00,Transfer,Intact Female,5 months,2017,9,False
A677939,Cat,Domestic Shorthair Mix,Tortie,2014-05-01 14:40:00,2014-05-02 16:51:00,Transfer,Intact Female,2 weeks,2014,5,False
A706393,Cat,Domestic Medium Hair Mix,Blue Tabby/White,2015-06-28 13:27:00,2015-11-24 11:58:00,Adoption,Intact Male,4 weeks,2015,11,True
A676224,Cat,Domestic Shorthair Mix,Black/White,2014-04-06 14:49:00,2014-04-29 16:34:00,Adoption,Intact Male,5 years,2014,4,True
A707505,Cat,Domestic Shorthair Mix,White/Brown Tabby,2015-07-14 11:00:00,2015-07-19 12:33:00,Transfer,Intact Female,1 month,2015,7,False
A669513,Dog,Pit Bull Mix,Brown Brindle/White,2013-12-21 18:52:00,2013-12-23 17:47:00,Return to Owner,Intact Male,2 years,2013,12,False
A723773,Cat,Domestic Shorthair Mix,Orange Tabby,2016-04-06 15:10:00,2016-04-09 12:01:00,Transfer,Intact Male,7 years,2016,4,False
A593567,Dog,Chihuahua Shorthair Mix,Sable/White,2015-09-28 15:30:00,2015-10-04 11:53:00,Return to Owner,Neutered Male,5 years,2015,10,False
A724370,Dog,Shih Tzu Mix,Tan,2016-04-16 12:26:00,2016-04-20 17:09:00,Return to Owner,Intact Male,1 year,2016,4,False
A759219,Cat,Domestic Shorthair Mix,White/Brown Tabby,2017-10-02 11:22:00,2017-10-24 15:33:00,Transfer,Intact Female,7 years,2017,10,False
A683957,Dog,American Bulldog Mix,Brown/White,2014-07-19 16:01:00,2014-07-29 16:04:00,Return to Owner,Intact Male,1 year,2014,7,False
A736016,Cat,Siamese Mix,Cream/Seal Point,2016-10-03 08:52:00,2016-10-07 12:34:00,Adoption,Neutered Male,3 years,2016,10,True
A738337,Dog,Labrador Retriever Mix,Black/White,2016-11-13 11:14:00,2016-11-22 18:00:00,Adoption,Intact Male,8 months,2016,11,True
A707923,Cat,Domestic Shorthair Mix,Orange Tabby,2015-07-20 11:46:00,2015-07-20 14:39:00,Euthanasia,Neutered Male,15 years,2015,7,False
A707529,Dog,Chihuahua Shorthair Mix,White/Tan,2015-07-14 13:13:00,2015-07-22 13:02:00,Adoption,Intact Male,1 year,2015,7,True
A691975,Dog,American Bulldog Mix,White,2014-11-13 11:01:00,2014-11-17 18:50:00,Return to Owner,Intact Female,4 years,2014,11,False
A760032,Dog,Anatol Shepherd Mix,Black/Brown,2017-10-11 14:42:00,2017-10-31 00:00:00,Transfer,Intact Female,3 years,2017,10,False
A767695,Cat,Domestic Shorthair Mix,Brown Tabby,2018-03-05 15:13:00,2018-03-06 09:44:00,Transfer,Intact Male,1 day,2018,3,False
A684794,Cat,Domestic Shorthair Mix,Cream Tabby,2014-07-28 17:14:00,2014-07-28 18:45:00,Transfer,Intact Male,2 weeks,2014,7,False
A763810,Dog,Standard Schnauzer/Standard Poodle,Gray/White,2017-12-16 12:09:00,2017-12-18 12:03:00,Return to Owner,Intact Male,6 months,2017,12,False
A705429,Cat,Domestic Shorthair Mix,Orange Tabby/White,2015-06-17 11:12:00,2015-06-22 15:25:00,Transfer,Intact Male,1 month,2015,6,False
A729468,Dog,Pit Bull Mix,Red,2016-06-18 17:17:00,2016-08-24 12:22:00,Adoption,Intact Male,1 year,2016,8,True
A729468,Dog,Pit Bull Mix,Red,2016-06-18 17:17:00,2016-09-03 11:31:00,Adoption,Intact Male,1 year,2016,9,True
A715370,Cat,Domestic Shorthair Mix,Brown Tabby,2015-11-04 12:42:00,2016-01-18 18:02:00,Adoption,Intact Male,1 day,2016,1,True
A713284,Cat,Domestic Shorthair Mix,Brown Tabby,2015-10-05 12:03:00,2015-10-05 12:30:00,Euthanasia,Unknown,4 weeks,2015,10,False
A709993,Dog,Manchester Terrier Mix,Black/Tan,2015-08-15 14:54:00,2015-08-19 12:21:00,Adoption,Neutered Male,3 years,2015,8,True
A731691,Other,Raccoon,Gray/Black,2016-07-26 12:31:00,2016-07-26 12:57:00,Euthanasia,Unknown,1 month,2016,7,False
A712185,Dog,German Shepherd Mix,Brown,2015-09-18 17:53:00,2015-09-21 11:45:00,Return to Owner,Intact Male,7 months,2015,9,False
A704438,Dog,Chihuahua Shorthair Mix,Black/Tan,2016-03-20 08:03:00,2015-06-05 15:51:00,Return to Owner,Neutered Male,4 years,2015,6,False
A704438,Dog,Chihuahua Shorthair Mix,Black/Tan,2016-03-20 08:03:00,2016-03-25 16:31:00,Return to Owner,Neutered Male,4 years,2016,3,False
A670902,Dog,Pomeranian Mix,Cream,2014-01-15 15:54:00,2014-01-20 11:08:00,Transfer,Intact Male,9 months,2014,1,False
A726569,Cat,Domestic Shorthair Mix,Orange Tabby,2016-05-12 13:04:00,2016-05-31 18:29:00,Adoption,Intact Male,1 month,2016,5,True
A689519,Dog,Shih Tzu,Black/White,2014-10-19 13:34:00,2014-10-23 11:59:00,Transfer,Intact Female,11 months,2014,10,False
A733252,Dog,Siberian Husky,Black/White,2016-12-16 08:59:00,2017-06-30 16:35:00,Return to Owner,Intact Female,8 months,2017,6,False
A733252,Dog,Siberian Husky,Black/White,2016-12-16 08:59:00,2016-12-16 14:43:00,Return to Owner,Intact Female,8 months,2016,12,False
A733252,Dog,Siberian Husky,Black/White,2016-12-16 08:59:00,2016-08-20 12:36:00,Return to Owner,Intact Female,8 months,2016,8,False
A734742,Cat,Domestic Shorthair Mix,Torbie/White,2016-09-12 11:25:00,2016-09-12 13:11:00,Transfer,Intact Female,2 weeks,2016,9,False
A750022,Cat,Domestic Shorthair Mix,Orange Tabby/White,2017-05-22 17:23:00,2017-06-10 10:54:00,Transfer,Neutered Male,1 year,2017,6,False
A750022,Cat,Domestic Shorthair Mix,Orange Tabby/White,2017-05-22 17:23:00,2017-06-09 18:28:00,Transfer,Neutered Male,1 year,2017,6,False
A677540,Cat,Domestic Shorthair Mix,Brown Tabby,2014-04-26 11:34:00,2014-04-26 11:35:00,Transfer,Unknown,6 days,2014,4,False
A736660,Dog,Miniature Schnauzer Mix,Tan,2016-10-14 17:16:00,2016-10-16 17:35:00,Adoption,Intact Female,1 month,2016,10,True
A688118,Dog,Chihuahua Shorthair Mix,Tan,2014-09-14 17:12:00,2014-10-16 18:23:00,Adoption,Intact Female,1 month,2014,10,True
A755633,Cat,Domestic Shorthair Mix,Blue Tabby,2017-08-06 13:24:00,2017-08-11 14:12:00,Transfer,Intact Male,1 month,2017,8,False
A743816,Dog,Border Terrier Mix,Black/White,2017-02-17 14:24:00,2017-02-21 18:43:00,Adoption,Intact Male,2 months,2017,2,True
A670909,Dog,Shih Tzu/Pekingese,Tan,2014-01-15 17:20:00,2014-01-20 12:20:00,Transfer,Intact Male,1 year,2014,1,False
A723632,Dog,Australian Cattle Dog Mix,Black/Brown,2016-04-04 12:29:00,2017-06-27 15:45:00,Transfer,Intact Female,1 year,2017,6,False
A723632,Dog,Australian Cattle Dog Mix,Black/Brown,2016-04-04 12:29:00,2016-09-12 15:59:00,Adoption,Intact Female,1 year,2016,9,True
A759037,Cat,Domestic Shorthair Mix,White/Calico,2017-12-18 16:09:00,2017-12-24 14:37:00,Adoption,Spayed Female,3 years,2017,12,True
A759037,Cat,Domestic Shorthair Mix,White/Calico,2017-12-18 16:09:00,2017-09-29 18:18:00,Adoption,Spayed Female,3 years,2017,9,True
A678338,Cat,Domestic Shorthair Mix,Tortie,2014-05-07 15:51:00,2014-05-07 17:10:00,Euthanasia,Intact Female,18 years,2014,5,False
A709131,Dog,Harrier Mix,Red/White,2015-08-05 13:32:00,2015-09-18 15:12:00,Transfer,Intact Male,2 years,2015,9,False
A747998,Cat,Domestic Shorthair Mix,Brown Tabby/White,2017-04-27 18:16:00,2017-07-01 16:49:00,Adoption,Intact Male,3 weeks,2017,7,True
A747998,Cat,Domestic Shorthair Mix,Brown Tabby/White,2017-04-27 18:16:00,2018-03-24 13:11:00,Adoption,Intact Male,3 weeks,2018,3,True
A727956,Dog,Australian Cattle Dog Mix,Black/White,2016-05-28 18:35:00,2016-05-30 17:58:00,Adoption,Spayed Female,1 year,2016,5,True
A757612,Dog,Pit Bull Mix,Black/White,2017-09-04 14:19:00,2017-10-04 14:02:00,Transfer,Intact Female,1 year,2017,10,False
A693517,Dog,Pit Bull Mix,Black/White,2014-12-09 14:41:00,2015-02-06 10:35:00,Euthanasia,Intact Female,2 years,2015,2,False
A674368,Dog,Chihuahua Shorthair/Rat Terrier,Tan,2014-03-12 07:35:00,2014-03-12 16:11:00,Return to Owner,Neutered Male,4 years,2014,3,False
A674368,Dog,Chihuahua Shorthair/Rat Terrier,Tan,2014-03-12 07:35:00,2014-10-25 13:01:00,Return to Owner,Neutered Male,4 years,2014,10,False
A705126,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-06-13 12:44:00,2015-06-14 09:00:00,Transfer,Intact Male,2 years,2015,6,False
A665064,Cat,Domestic Medium Hair Mix,Gray,2013-10-13 10:02:00,2013-10-13 15:14:00,Transfer,Unknown,1 week,2013,10,False
A712223,Dog,Boxer,Brown/White,2015-09-19 14:04:00,2015-09-19 14:31:00,Return to Owner,Neutered Male,3 years,2015,9,False
A767783,Dog,Labrador Retriever Mix,Black,2018-03-06 16:20:00,2018-03-30 05:30:00,Adoption,Intact Female,5 weeks,2018,3,True
A683195,Cat,Domestic Shorthair Mix,Black/White,2014-07-08 12:40:00,2014-07-18 09:00:00,Transfer,Spayed Female,5 years,2014,7,False
A765670,Dog,Pit Bull Mix,Brown Brindle/White,2018-02-23 12:39:00,2018-03-02 14:37:00,Adoption,Spayed Female,9 months,2018,3,True
A728321,Cat,Domestic Shorthair Mix,Blue/White,2016-06-02 12:54:00,2016-06-11 15:25:00,Transfer,Spayed Female,4 years,2016,6,False
A767710,Dog,Redbone Hound Mix,Tan,2018-03-05 16:15:00,2018-03-17 17:21:00,Adoption,Intact Male,8 months,2018,3,True
A711419,Cat,Domestic Shorthair Mix,Orange Tabby,2015-09-06 15:13:00,2015-09-11 13:56:00,Transfer,Intact Male,1 month,2015,9,False
A736819,Other,Bat,Brown,2016-10-17 15:34:00,2016-10-17 16:59:00,Euthanasia,Unknown,2 years,2016,10,False
A729274,Cat,Domestic Shorthair Mix,Tortie,2016-06-15 14:17:00,2016-07-09 12:02:00,Adoption,Intact Female,1 month,2016,7,True
A703119,Cat,Domestic Shorthair Mix,Black/White,2015-05-20 16:37:00,2015-05-20 18:59:00,Transfer,Unknown,3 weeks,2015,5,False
A737051,Dog,Pit Bull Mix,Brown Brindle,2016-10-21 13:08:00,2016-10-24 00:00:00,Transfer,Intact Male,1 month,2016,10,False
A759202,Cat,Domestic Shorthair Mix,White,2017-09-28 16:38:00,2017-10-02 12:07:00,Transfer,Intact Male,1 year,2017,10,False
A362967,Dog,German Shepherd/Labrador Retriever,Tan/White,2014-06-08 18:19:00,2014-06-15 11:14:00,Return to Owner,Spayed Female,9 years,2014,6,False
A677918,Dog,Pit Bull Mix,White/Chocolate,2015-02-04 10:45:00,2014-05-01 16:56:00,Return to Owner,Neutered Male,6 years,2014,5,False
A677918,Dog,Pit Bull Mix,White/Chocolate,2015-02-04 10:45:00,2015-02-04 17:20:00,Return to Owner,Neutered Male,6 years,2015,2,False
A677918,Dog,Pit Bull Mix,White/Chocolate,2015-02-04 10:45:00,2015-03-29 16:56:00,Euthanasia,Neutered Male,6 years,2015,3,False
A720428,Cat,Domestic Shorthair Mix,Torbie,2016-02-09 13:23:00,2016-02-20 13:20:00,Adoption,Intact Female,6 months,2016,2,True
A701575,Dog,Pit Bull Mix,Brown Brindle/White,2015-05-01 17:28:00,2016-09-02 14:45:00,Return to Owner,Intact Male,1 year,2016,9,False
A701575,Dog,Pit Bull Mix,Brown Brindle/White,2015-05-01 17:28:00,2016-01-29 14:53:00,Transfer,Intact Male,1 year,2016,1,False
A700580,Cat,Domestic Shorthair Mix,Black,2015-04-16 12:42:00,2015-04-16 15:08:00,Transfer,Unknown,1 weeks,2015,4,False
A716598,Dog,Scottish Terrier Mix,Black,2015-11-21 15:44:00,2015-11-23 13:16:00,Transfer,Neutered Male,10 years,2015,11,False
A723629,Cat,Domestic Shorthair Mix,Blue,2016-04-04 11:43:00,2016-04-06 18:36:00,Transfer,Intact Female,1 month,2016,4,False
A749018,Cat,Domestic Shorthair Mix,Brown Tabby,2017-05-10 11:02:00,2017-05-11 14:12:00,Transfer,Intact Male,1 month,2017,5,False
A767098,Other,Bat Mix,Brown/Brown,2018-02-23 14:12:00,2018-02-25 10:12:00,Euthanasia,Unknown,6 months,2018,2,False
A695225,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-01-11 14:44:00,2015-01-13 10:40:00,Euthanasia,Intact Male,2 months,2015,1,False
A683060,Other,Bat Mix,Brown,2014-07-06 15:55:00,2014-07-07 08:40:00,Euthanasia,Unknown,1 year,2014,7,False
A671306,Cat,Domestic Longhair Mix,Orange Tabby,2014-01-22 13:19:00,2014-04-05 13:20:00,Adoption,Intact Male,5 months,2014,4,True
A501443,Dog,Labrador Retriever Mix,Black,2014-08-11 13:02:00,2014-09-17 14:10:00,Adoption,Spayed Female,9 years,2014,9,True
A762831,Dog,American Bulldog Mix,Black/White,2017-11-28 11:45:00,2017-11-28 14:40:00,Transfer,Intact Female,4 days,2017,11,False
A740272,Dog,Chihuahua Longhair Mix,Tan,2016-12-14 10:02:00,2016-12-22 17:38:00,Transfer,Intact Female,4 years,2016,12,False
A732945,Dog,Labrador Retriever Mix,Brown Brindle/White,2016-08-15 12:52:00,2016-11-29 13:46:00,Adoption,Intact Male,1 year,2016,11,True
A732945,Dog,Labrador Retriever Mix,Brown Brindle/White,2016-08-15 12:52:00,2016-08-29 18:28:00,Adoption,Intact Male,1 year,2016,8,True
A723737,Dog,Chihuahua Shorthair Mix,Yellow,2016-04-05 17:54:00,2016-04-10 18:06:00,Adoption,Intact Female,1 year,2016,4,True
A753120,Dog,German Shepherd Mix,Brown/Black,2017-07-02 08:01:00,2017-07-03 17:28:00,Return to Owner,Intact Male,9 months,2017,7,False
A753120,Dog,German Shepherd Mix,Brown/Black,2017-07-02 08:01:00,2017-10-19 18:36:00,Adoption,Intact Male,9 months,2017,10,True
A644220,Dog,Queensland Heeler Mix,Tan/White,2017-07-15 13:33:00,2017-07-24 15:21:00,Return to Owner,Spayed Female,6 years,2017,7,False
A759970,Dog,Labrador Retriever Mix,Black/Brown,2017-10-10 14:44:00,2017-11-03 19:07:00,Adoption,Intact Male,1 year,2017,11,True
A672438,Dog,Labrador Retriever Mix,Black/White,2014-02-10 10:40:00,2014-02-22 15:38:00,Adoption,Intact Female,1 month,2014,2,True
A672438,Dog,Labrador Retriever Mix,Black/White,2014-02-10 10:40:00,2014-04-10 18:05:00,Adoption,Intact Female,1 month,2014,4,True
A730866,Cat,Domestic Shorthair Mix,White/Black,2016-07-12 08:05:00,2016-08-05 22:07:00,Adoption,Intact Female,2 years,2016,8,True
A650050,Dog,Dachshund Mix,Tricolor,2016-04-28 12:26:00,2016-05-03 16:14:00,Adoption,Neutered Male,5 years,2016,5,True
A740986,Dog,American Bulldog Mix,White/Black,2016-12-26 12:58:00,2017-01-12 15:28:00,Transfer,Intact Male,2 years,2017,1,False
A707253,Dog,Pit Bull Mix,Apricot/Brown,2015-08-01 12:20:00,2015-07-22 16:33:00,Return to Owner,Intact Male,3 years,2015,7,False
A707253,Dog,Pit Bull Mix,Apricot/Brown,2015-08-01 12:20:00,2016-01-29 16:57:00,Transfer,Intact Male,3 years,2016,1,False
A696769,Dog,Labrador Retriever/Pointer,White/Tan,2015-02-11 20:25:00,2015-02-12 13:19:00,Return to Owner,Spayed Female,4 years,2015,2,False
A643991,Dog,Dachshund Mix,Brown/Black,2013-10-20 12:41:00,2013-10-28 12:59:00,Transfer,Spayed Female,5 years,2013,10,False
A696480,Dog,German Shepherd Mix,Tan/Black,2015-02-09 14:55:00,2015-02-08 17:02:00,Adoption,Spayed Female,5 months,2015,2,True
A696480,Dog,German Shepherd Mix,Tan/Black,2015-02-09 14:55:00,2015-02-13 13:14:00,Adoption,Spayed Female,5 months,2015,2,True
A695010,Dog,Jack Russell Terrier/Miniature Poodle,White,2015-01-07 15:43:00,2015-01-09 17:07:00,Transfer,Intact Male,6 months,2015,1,False
A700468,Dog,Pit Bull Mix,Blue/White,2015-04-14 11:13:00,2015-04-21 17:52:00,Return to Owner,Intact Male,5 years,2015,4,False
A744122,Dog,Dachshund Wirehair,Brown Merle,2017-02-23 12:11:00,2017-02-27 17:39:00,Adoption,Intact Male,2 months,2017,2,True
